Date,open,high,low,close,volume,dividends,stock splits,returns,vol_30d,vol_252d,sma_50,sma_200,regime
2017-05-15 00:00:00-04:00,20923.630859375,21000.830078125,20923.630859375,20981.939453125,313170000,0.0,0.0,0.004083441317857428,0.06919442659763782,0.09257117675801929,20786.4816015625,19522.936748046875,1
2017-05-16 00:00:00-04:00,20984.48046875,21033.529296875,20932.880859375,20979.75,311580000,0.0,0.0,-0.00010434941583414847,0.0691353479493535,0.09210529566454767,20786.9898046875,19535.674296875,1
2017-05-17 00:00:00-04:00,20846.169921875,20846.169921875,20601.080078125,20606.9296875,423200000,0.0,0.0,-0.017770484038179712,0.08697293044809996,0.0933066314839584,20780.633203125,19546.686396484376,1
2017-05-18 00:00:00-04:00,20579.650390625,20759.19921875,20553.44921875,20663.01953125,422590000,0.0,0.0,0.0027218923246010718,0.08716453697493542,0.09332544398219389,20776.778984375,19558.432646484376,1
2017-05-19 00:00:00-04:00,20698.279296875,20857.130859375,20687.939453125,20804.83984375,365180000,0.0,0.0,0.006863484414052712,0.08937266394878779,0.09334293978306438,20775.7119921875,19570.681845703126,1
2017-05-22 00:00:00-04:00,20867.76953125,20914.259765625,20860.16015625,20894.830078125,276120000,0.0,0.0,0.004325447109944092,0.09012829151491157,0.09336318136247339,20775.548984375,19583.3957421875,1
2017-05-23 00:00:00-04:00,20908.669921875,20961.140625,20896.220703125,20937.91015625,244950000,0.0,0.0,0.0020617577632326967,0.09025079878399737,0.09336524510797427,20776.677578125,19595.367646484374,1
2017-05-24 00:00:00-04:00,20949.2109375,21022.8203125,20933.580078125,21012.419921875,283180000,0.0,0.0,0.0035586056616427886,0.09065659703297822,0.09269908572053391,20780.17859375,19607.78330078125,1
2017-05-25 00:00:00-04:00,21062.9609375,21112.3203125,21051.41015625,21082.94921875,268970000,0.0,0.0,0.0033565527976897602,0.09038210012486332,0.0924303825295011,20782.8355859375,19620.53279296875,1
2017-05-26 00:00:00-04:00,21070.150390625,21092.8203125,21050.490234375,21080.279296875,208000000,0.0,0.0,-0.00012663891789033155,0.08758244658815197,0.09241261020141546,20785.75015625,19633.455888671873,1
2017-05-30 00:00:00-04:00,21045.490234375,21063.619140625,21009.599609375,21029.470703125,242810000,0.0,0.0,-0.0024102429116075186,0.08476508232296386,0.09244566687687704,20788.0471875,19645.53564453125,1
2017-05-31 00:00:00-04:00,21048.4609375,21051.69921875,20942.5703125,21008.650390625,371580000,0.0,0.0,-0.00099005404339092,0.08290853364976679,0.09229727056062235,20790.1030078125,19657.69654296875,1
2017-06-01 00:00:00-04:00,21030.55078125,21144.1796875,20994.220703125,21144.1796875,276730000,0.0,0.0,0.006451118675166345,0.08205091125680658,0.09247595404884845,20799.62640625,19670.2371875,1
2017-06-02 00:00:00-04:00,21142.08984375,21225.0390625,21129.560546875,21206.2890625,329700000,0.0,0.0,0.0029374218304016875,0.0792566005319563,0.0924803483983672,20810.526171875,19683.50853515625,1
2017-06-05 00:00:00-04:00,21195.029296875,21224.41015625,21168.689453125,21184.0390625,269790000,0.0,0.0,-0.001049217047566553,0.07914191699162543,0.09246391317331389,20821.0753515625,19696.559033203124,1
2017-06-06 00:00:00-04:00,21145.48046875,21180.470703125,21118.4609375,21136.23046875,283550000,0.0,0.0,-0.0022568214498164263,0.07434721589519505,0.09233629613879828,20831.865546875,19709.251689453125,1
2017-06-07 00:00:00-04:00,21171.5703125,21189.83984375,21113.310546875,21173.689453125,273400000,0.0,0.0,0.0017722641901725122,0.06738586003921489,0.0923422733006566,20844.3197265625,19722.35728515625,1
2017-06-08 00:00:00-04:00,21169.759765625,21265.689453125,21138.16015625,21182.529296875,330330000,0.0,0.0,0.0004174918957591256,0.06727501605454901,0.09229190848893197,20853.9403125,19735.62283203125,1
2017-06-09 00:00:00-04:00,21208.9609375,21305.349609375,21159.44921875,21271.970703125,397200000,0.0,0.0,0.004222413905179634,0.06821031062809116,0.09234328512016174,20866.1933203125,19749.246181640625,1
2017-06-12 00:00:00-04:00,21259.94921875,21277.080078125,21186.150390625,21235.669921875,528080000,0.0,0.0,-0.001706507674188673,0.06814030279613524,0.09207999242471149,20876.3369140625,19763.01712890625,1
2017-06-13 00:00:00-04:00,21256.830078125,21332.76953125,21256.830078125,21328.470703125,323510000,0.0,0.0,0.004370042555351894,0.06883651191656165,0.09178864773355208,20889.6419140625,19777.417431640624,1
2017-06-14 00:00:00-04:00,21342.7109375,21391.970703125,21294.08984375,21374.560546875,295090000,0.0,0.0,0.002160953984537084,0.06890419158263139,0.091711309482469,20904.12890625,19792.313232421875,1
2017-06-15 00:00:00-04:00,21291.689453125,21367.279296875,21261.869140625,21359.900390625,317200000,0.0,0.0,-0.0006858693640905411,0.06901353060842025,0.09168204775144469,20917.542109375,19806.597783203124,1
2017-06-16 00:00:00-04:00,21335.9296875,21384.419921875,21308.009765625,21384.279296875,603260000,0.0,0.0,0.001141339884745074,0.06896800840682951,0.09157186601071124,20932.2646875,19821.24767578125,1
2017-06-19 00:00:00-04:00,21444.75,21528.990234375,21436.080078125,21528.990234375,289400000,0.0,0.0,0.006767164583430629,0.07098752475053184,0.09167854101726013,20949.5855078125,19836.88822265625,1
2017-06-20 00:00:00-04:00,21521.25,21535.029296875,21464.240234375,21467.140625,310200000,0.0,0.0,-0.0028728523122392158,0.0717813918192767,0.09151586582658104,20965.806328125,19852.127421875,1
2017-06-21 00:00:00-04:00,21466.390625,21492.619140625,21390.0,21410.029296875,292500000,0.0,0.0,-0.002660406857282638,0.07210563861095694,0.09157740065940366,20980.8465234375,19866.717763671873,1
2017-06-22 00:00:00-04:00,21407.98046875,21456.470703125,21394.810546875,21397.2890625,270680000,0.0,0.0,-0.0005950591752277301,0.07189823095770076,0.09152049662965542,20995.7662890625,19881.01361328125,1
2017-06-23 00:00:00-04:00,21380.919921875,21421.7890625,21333.890625,21394.759765625,368400000,0.0,0.0,-0.0001182064170658359,0.0717306921977272,0.09070124157667915,21011.824296875,19895.356708984375,1
2017-06-26 00:00:00-04:00,21434.6796875,21506.2109375,21381.25,21409.55078125,241880000,0.0,0.0,0.000691338242963857,0.07151703959974454,0.08379156657224685,21030.9503125,19910.004912109376,1
2017-06-27 00:00:00-04:00,21411.189453125,21440.599609375,21310.66015625,21310.66015625,292170000,0.0,0.0,-0.004618995793531866,0.07250549597230428,0.08245964970849853,21044.4251171875,19926.130966796874,1
2017-06-28 00:00:00-04:00,21372.359375,21478.75,21372.359375,21454.609375,271510000,0.0,0.0,0.006754798663887618,0.07467807434784235,0.0813186488647937,21063.05171875,19941.778662109376,1
